Cnumber,Taxonkey,Species,SubUnit,Longitude,Latitude,F2015,F2014,F2013,F2012,F2011,F2010,F2009,F2008,F2007,F2006,F2005,F2004,F2003,F2002,F2001,F2000,F1999,F1998,F1997,F1996,F1995,F1994,F1993,F1992,F1991,F1990,F1989,F1988,F1987,F1986,F1985,F1984,F1983,F1982,F1981,F1980,F1979,F1978,F1977,F1976,F1975,F1974,F1973,F1972,F1971,F1970,F1969,F1968,F1967,F1966,F1965,F1964,F1963,F1962,F1961,F1960,F1959,F1958,F1957,F1956,F1955,F1954,F1953,F1952,F1951,F1950,EEZID,EEZ_Name,Entity_ID,SubEntity_ID
360,600080,Chanos chanos,Sulawesi,120.534843,-2.754995,199026.6493,183821.589,183085.7331,153701.5541,148735.3118,134330.9418,104483.7235,88310.27407,83748.85018,67769.54448,80861.51851,71312,71312,68432,66591,82908,81797,66857,58426,58548,57942,53498,53843,52429,48837,43980,40536,38031,34219,28646,28679,26744,25775,20774,18010,16059,14571,16446,16270,17003,20566,19768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,565
360,600080,Chanos chanos,Sumatra East,103.811669,-0.010834,16084.1174,14855.33735,14795.86998,12421.22022,12019.87887,10855.80572,8443.735959,7136.696621,6768.070221,5476.720396,6534.733721,5763,5763,5586,3964.5,4504.5,6232,3545,2453,809.5,3973.5,4767.5,3330.5,2304,2494,4096.5,6040,5991.5,5329,5553.5,6473.5,4937,5166.5,4956.5,5419,5373,2840.5,4646.5,3356.5,3093,2300.5,2392.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,Indonesia (Central),45,566
360,600080,Chanos chanos,Sumatra West,99.116821,0.340573,15590.12316,14399.08285,14341.44191,12039.72517,11650.71029,10514.63611,8184.402059,6917.506043,6560.201328,5308.51295,6334.031332,5586,5586,5270,3585.5,4333.5,5453,3499,2416,803.5,3965.5,4758.5,3341.5,2316,2506,4096.5,6048,5990.5,5331,5556.5,6481.5,4941,5224.5,4950.5,5417,5376,2835.5,4642.5,3353.5,3093,2300.5,2392.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,Indonesia (Indian Ocean),45,567
360,600286,Barbodes gonionotus,Bali-Nusatengyara,119.827224,-8.552501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,64
360,600286,Barbodes gonionotus,Java North,110.625558,-6.68861,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,16,0,33,0,66.5,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,695.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,Indonesia (Central),45,245
360,600286,Barbodes gonionotus,Java South,108.892181,-7.750475,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,16,0,33,0,66.5,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,695.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,Indonesia (Indian Ocean),45,246
360,600286,Barbodes gonionotus,Kalimantan,114.312142,-3.45141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,Indonesia (Central),45,255
360,600286,Barbodes gonionotus,Maluku,134.092774,-6.602219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,320
360,600286,Barbodes gonionotus,Maluku-Utara,128.296403,0.880789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,321
360,600286,Barbodes gonionotus,Papua,132.245835,-2.203889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,438
360,600286,Barbodes gonionotus,Sulawesi,120.534843,-2.754995,0,0,0,0,0,0,0,595.7446809,595.7446809,595.7446809,792.3404255,501.6170213,56,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,565
360,600286,Barbodes gonionotus,Sumatra East,103.811669,-0.010834,0,0,0,0,0,0,0,202.1276596,202.1276596,202.1276596,268.8297872,170.1914894,19,19,66,40.5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,Indonesia (Central),45,566
360,600286,Barbodes gonionotus,Sumatra West,99.116821,0.340573,0,0,0,0,0,0,0,202.1276596,202.1276596,202.1276596,268.8297872,170.1914894,19,19,66,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,Indonesia (Indian Ocean),45,567
360,600346,Lates calcarifer,Bali-Nusatengyara,119.827224,-8.552501,33.33163914,27.68264295,34.23263024,31.50307497,26.61102922,29.1639136,32.52858958,22.21601017,22.4498094,11.0952986,14.91740788,28,28,169,0,0,0,0,0,459,0,0,0,1,5,4,3,2,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,64
360,600346,Lates calcarifer,Java North,110.625558,-6.68861,1484.448357,1232.866277,1524.57464,1403.011946,1185.141194,1298.835723,1448.683972,989.4058813,999.8182973,494.1370485,664.3574151,1247,1246.5,970,866.5,885,1110,588,745.5,521,511,628,876,462.5,302.5,193,548,240.5,335,231,204,178,255,223.5,154,118.5,147.5,71,94.5,14,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,Indonesia (Central),45,245
360,600346,Lates calcarifer,Java South,108.892181,-7.750475,1484.448357,1232.866277,1524.57464,1403.011946,1185.141194,1298.835723,1448.683972,989.4058813,999.8182973,494.1370485,664.3574151,1247,1246.5,970,866.5,885,1110,588,745.5,521,511,628,876,462.5,302.5,193,548,240.5,335,231,204,178,255,223.5,154,118.5,147.5,71,94.5,14,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,Indonesia (Indian Ocean),45,246
360,600346,Lates calcarifer,Kalimantan,114.312142,-3.45141,76.18660374,63.27461245,78.24601198,72.0070285,60.82520966,66.66037393,74.3510619,50.77945181,51.31385006,25.36068252,34.09693229,64,64,0,0,73,42,0,0,0,1,0,0,0,0,0,0,1,2,32,35,32,29,25,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,Indonesia (Central),45,255
360,600346,Lates calcarifer,Maluku,134.092774,-6.602219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,320
360,600346,Lates calcarifer,Maluku-Utara,128.296403,0.880789,1.190415683,0.98866582,1.222593937,1.12510982,0.950393901,1.041568343,1.161735342,0.793428934,0.801778907,0.396260664,0.532764567,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,321
360,600346,Lates calcarifer,Papua,132.245835,-2.203889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,438
360,600346,Lates calcarifer,Sulawesi,120.534843,-2.754995,127.3744781,105.7872427,130.8175513,120.3867508,101.6921474,111.4478127,124.3056816,84.89689599,85.79034307,42.39989109,57.00580868,107,107,86,3461,1961,2364,796,935,896,636,874,692,869,793,1078,704,514,555,257,334,285,378,270,334,483,332,407,461,248,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,565
360,600346,Lates calcarifer,Sumatra East,103.811669,-0.010834,3068.891632,2548.780483,3151.84717,2900.533117,2450.115476,2685.163188,2994.953712,2045.459793,2066.986023,1021.559993,1373.467054,2578,2578,281.5,106,107.5,831.5,40,28.5,1001.5,82,126.5,89,60.5,68,399.5,421,179,78,23,19.5,30,94,113,113.5,59.5,59,11,4.5,111.5,36.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,Indonesia (Central),45,566
360,600346,Lates calcarifer,Sumatra West,99.116821,0.340573,282.128517,234.3137992,289.7547631,266.6510274,225.2433545,246.8516972,275.3312761,188.0426575,190.021601,93.91377746,126.2652024,237,237,231.5,19,25.5,283.5,27,28.5,1001.5,74,124.5,89,60.5,68,399.5,421,179,78,23,16.5,30,94,111,112.5,59.5,59,11,4.5,111.5,36.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,Indonesia (Indian Ocean),45,567
360,601274,Anguilla bicolor bicolor,Bali-Nusatengyara,119.827224,-8.552501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,64
360,601274,Anguilla bicolor bicolor,Java North,110.625558,-6.68861,0,0,0,0,0,253.4928205,1046.673414,964.6005398,0,12.21322537,55.20377868,77.67611336,113.8272605,196.877193,416.7152497,422.5775978,2.198380567,1666.128205,3.419703104,4601.699055,62.28744939,58.62348178,80.36302294,1.465587045,2.686909582,283.5910931,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,Indonesia (Central),45,245
360,601274,Anguilla bicolor bicolor,Java South,108.892181,-7.750475,0,0,0,0,0,253.4928205,1046.673414,964.6005398,0,12.21322537,55.20377868,77.67611336,113.8272605,196.877193,416.7152497,422.5775978,2.198380567,1666.128205,3.419703104,4601.699055,62.28744939,58.62348178,80.36302294,1.465587045,2.686909582,283.5910931,0,301,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,Indonesia (Indian Ocean),45,246
360,601274,Anguilla bicolor bicolor,Kalimantan,114.312142,-3.45141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,Indonesia (Central),45,255
360,601274,Anguilla bicolor bicolor,Maluku,134.092774,-6.602219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,320
360,601274,Anguilla bicolor bicolor,Maluku-Utara,128.296403,0.880789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,321
360,601274,Anguilla bicolor bicolor,Papua,132.245835,-2.203889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,438
360,601274,Anguilla bicolor bicolor,Sulawesi,120.534843,-2.754995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,565
360,601274,Anguilla bicolor bicolor,Sumatra East,103.811669,-0.010834,0,0,0,0,0,379.5389744,1567.118758,1444.236167,0,18.28609987,82.65317139,116.2995951,170.4264507,294.7719298,623.9217274,632.6990553,3.291497976,2494.589744,5.120107962,6889.836707,93.25910931,87.77327935,120.3225371,2.194331984,4.02294197,424.6032389,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,Indonesia (Central),45,566
360,601274,Anguilla bicolor bicolor,Sumatra West,99.116821,0.340573,0,0,0,0,0,151.2553846,624.534413,575.562753,0,7.287449393,32.93927126,46.34817814,67.91902834,117.4736842,248.6477733,252.145749,1.311740891,994.1538462,2.04048583,2745.765182,37.1659919,34.97975709,47.951417,0.874493927,1.603238866,169.2145749,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,Indonesia (Indian Ocean),45,567
360,690042,Penaeus merguiensis,Bali-Nusatengyara,119.827224,-8.552501,685.969166,703.5492916,790.2857117,590.7903254,484.0846107,739.1168131,1006.925152,1446.507046,764.8130929,1628.49611,1219.020716,1475.7,3933,391,233,263,195,363,294,253,390,717,236,684,422,178,222,294,241,248,155,263,227,326,290,116,133,422,133,114,383,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,64
360,690042,Penaeus merguiensis,Java North,110.625558,-6.68861,3974.874526,4076.743235,4579.340733,3423.3571,2805.046762,4282.840597,5834.666242,8381.840313,4431.738672,9436.382896,7063.662085,8551,8551,7987,7258,6706.5,6450,6498.5,9867,7594,7778.5,6890.5,10484.5,6399,6398,5302.5,5378,4900,6497,4943,3845,3169.5,2692,3622,4351,3280,3537,3687.5,3167.5,1457.5,1219,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,Indonesia (Central),45,245
360,690042,Penaeus merguiensis,Java South,108.892181,-7.750475,3976.733899,4078.650261,4581.482865,3424.958483,2806.358911,4284.844031,5837.395591,8385.761183,4433.811757,9440.797061,7066.966336,8555,8555,7987,7258,6706.5,6450,6498.5,9867,7594,7778.5,6890.5,10484.5,6399,6398,5302.5,5378,4900,6497,4943,3845,3169.5,2692,3622,4351,3280,3537,3687.5,3167.5,1457.5,1219,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,Indonesia (Indian Ocean),45,246
360,690042,Penaeus merguiensis,Kalimantan,114.312142,-3.45141,701.4484458,719.4252768,808.118953,604.1218412,495.0082521,755.7953994,1029.646984,1479.148291,782.0715303,1665.24404,1246.528603,1509,1509,943,1044,4374,4473,1598,3604,2031,2103,1113,944,668,529,671,379,432,350,248,109,61,55,40,39,34,40,35,12,3,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,Indonesia (Central),45,255
360,690042,Penaeus merguiensis,Maluku,134.092774,-6.602219,1.859372951,1.907025253,2.142131088,1.601383277,1.312149111,2.003433796,2.729349195,3.92087022,2.073085567,4.41416578,3.304250771,4,4,0,1,1,1,1,1,1,1,0,1,1,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,320
360,690042,Penaeus merguiensis,Maluku-Utara,128.296403,0.880789,8.36717828,8.58161364,9.639589896,7.206224746,5.904670999,9.015452081,12.28207138,17.64391599,9.328885053,19.86374601,14.86912847,18,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,321
360,690042,Penaeus merguiensis,Papua,132.245835,-2.203889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,6,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,438
360,690042,Penaeus merguiensis,Sulawesi,120.534843,-2.754995,835.3232983,856.7310951,962.3523913,719.4214371,589.4829881,900.0426327,1226.160126,1761.450946,931.3336911,1983.063977,1484.434659,1797,1797,1064,1449,1736,1968,1146,1463,1292,1226,1668,1428,1677,1511,1872,1563,3333,1821,1487,1795,1643,1755,1841,1527,1477,1537,1215,1371,1332,64,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,565
360,690042,Penaeus merguiensis,Sumatra East,103.811669,-0.010834,2802.075037,2873.887057,3228.19155,2413.284598,1977.40871,3019.17473,4113.129237,5908.751422,3124.13995,6652.14783,4979.505912,6028,6028,3350,4705.5,4797.5,4788,3317.5,2811.5,5051.5,6217,3303,2802,2973.5,2052,2142,2803,1974,794,855.5,1128,564.5,454,600.5,662.5,624.5,643,767.5,1313,319,709.5,578.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,Indonesia (Central),45,566
360,690042,Penaeus merguiensis,Sumatra West,99.116821,0.340573,2256.349076,2314.175145,2599.476075,1943.278606,1592.292946,2431.166911,3312.065248,4757.976012,2515.689336,5356.590174,4009.70831,4854,4854,2986,3912.5,4380.5,4547,3166.5,2701.5,5005.5,6182,3278,2783,2961.5,2017,2116,2795,1959,781,850.5,1124,550.5,440,582.5,646.5,624.5,643,767.5,1311,319,709.5,578.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,Indonesia (Indian Ocean),45,567
360,690151,Penaeus monodon,Bali-Nusatengyara,119.827224,-8.552501,3108.556691,3211.905583,4357.345333,2890.796421,3135.498361,3119.641548,3095.95823,3353.541967,3308.38236,3675.077373,3347.37819,3325.8,3649,2854,1182,1768,2320,1609,1540,1365,1148,1464,2089,4815,3066,4444,2717,1443.5,133.5,85.5,43,39,27,24,36,30,22,22,8,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,64
360,690151,Penaeus monodon,Java North,110.625558,-6.68861,9475.779583,9790.816885,13282.44843,8811.983317,9557.905582,9509.569432,9437.37583,10222.56554,10084.906,11202.69842,10203.77656,10138,10137.5,11614,11699,11469.5,13335,12130.5,19363,15564.5,17506.5,17313,21153,21907.5,27716.5,17969,14788,11837.5,4156,1827,2400.5,1514.5,811,1464,1365.5,1199.5,1129.5,409,398,598.5,1176.5,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,Indonesia (Central),45,245
360,690151,Penaeus monodon,Java South,108.892181,-7.750475,9771.138268,10095.99524,13696.46044,9086.651568,9855.824123,9805.981341,9731.537475,10541.20143,10399.25106,11551.88492,10521.82681,10454,10153.5,11614,11699,11469.5,13335,12130.5,19363,15564.5,17506.5,17313,21153,21907.5,27716.5,17969,14788,11837.5,4156,1827,2400.5,1514.5,811,1464,1365.5,1199.5,1129.5,409,398,598.5,1176.5,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,Indonesia (Indian Ocean),45,246
360,690151,Penaeus monodon,Kalimantan,114.312142,-3.45141,9656.172704,9977.207461,13535.31019,8979.739559,9739.862159,9690.605819,9617.037847,10417.17543,10276.89523,11415.96739,10398.02877,10331,10331,10599,10322,7255,5305,4236,3743,2829,1891,1755,1561,1478,1003,707,1141,663,572,287,120,52,45,42,37,16,19,0,7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,Indonesia (Central),45,255
360,690151,Penaeus monodon,Maluku,134.092774,-6.602219,89.72922075,92.71241083,125.7757989,83.44351928,90.50689839,90.04918775,89.36556319,96.8007784,95.49723571,106.0819736,96.62285953,96,96,20,189,189,189,189,147,124,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,320
360,690151,Penaeus monodon,Maluku-Utara,128.296403,0.880789,4.673396914,4.828771397,6.55082286,4.346016629,4.713900958,4.690061862,4.654456416,5.041707208,4.97381436,5.525102792,5.0324406,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,321
360,690151,Penaeus monodon,Papua,132.245835,-2.203889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,18,15,10,14,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,438
360,690151,Penaeus monodon,Sulawesi,120.534843,-2.754995,22308.92751,23050.62314,31271.008,20746.14498,22502.27761,22388.4793,22218.51315,24067.09353,23743.00023,26374.63069,24022.85845,23868,23868,15648,18595,19918,18034,16739,17437,15700,14988,15517,14006,14702,13408,12938,10005,10725,9723,7110,5327,6142,5336,5292,3886,3397,3922,2967,2486,3220,1166,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,565
360,690151,Penaeus monodon,Sumatra East,103.811669,-0.010834,43378.47016,44820.65611,60804.73778,40339.72635,43754.42869,43533.1542,43202.66446,46797.12631,46166.94489,51284.00412,46711.11365,46410,46410,37807.5,30711.5,23026.5,21957.5,27388,14802.5,24412.5,17204,14676.5,13742.5,16815,20296.5,13304,10116,4081,3227,2143.5,1391,531,262,251.5,269,240,372,396.5,391.5,340,136.5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,Indonesia (Central),45,566
360,690151,Penaeus monodon,Sumatra West,99.116821,0.340573,27279.55247,28186.5044,38238.4632,25368.56827,27515.98267,27376.8291,27168.99299,29429.45331,29033.14918,32251.13002,29375.36227,29186,29186,22683.5,19204.5,18663.5,18250.5,11394.5,10091.5,20677.5,17828,15151.5,13571.5,16708,20204.5,13265,10111,3845,3230,2142.5,1386,525,257,245.5,263,235,371,396.5,388.5,340,136.5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,Indonesia (Indian Ocean),45,567
360,690190,Scylla serrata,Bali-Nusatengyara,119.827224,-8.552501,6.341701769,6.871288964,6.014264532,7.159304128,4.121342881,4.830834035,3.79915754,3.862847515,3.351811289,2.78820556,2.21347936,1.133782645,3,3,2,0,0,0,0,0,0,0,0,0,9,11,10,9,4,5,7,6,3,1,1,1,1,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,64
360,690190,Scylla serrata,Java North,110.625558,-6.68861,505.2222409,547.4126874,479.1364078,570.3578955,328.3336495,384.8564448,302.6662174,307.7401853,267.0276327,222.127043,176.3405223,90.32468408,239,1628,532,126,105.5,429,338,546,501,362,217,692.5,307.5,336.5,237,364,249.5,258.5,218.5,99,40.5,35,117,67,25.5,8,33,157,164.5,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,Indonesia (Central),45,245
360,690190,Scylla serrata,Java South,108.892181,-7.750475,505.2222409,547.4126874,479.1364078,570.3578955,328.3336495,384.8564448,302.6662174,307.7401853,267.0276327,222.127043,176.3405223,90.32468408,239,1628,532,126,105.5,429,338,546,501,362,217,692.5,307.5,336.5,237,364,249.5,258.5,218.5,99,40.5,35,117,67,25.5,8,33,157,164.5,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,Indonesia (Indian Ocean),45,246
360,690190,Scylla serrata,Kalimantan,114.312142,-3.45141,291.7182814,316.0792923,276.6561685,329.3279899,189.5817725,222.2183656,174.7612468,177.6909857,154.1833193,128.2574558,101.8200505,52.15400168,138,138,134,1,0,155,0,109,156,200,58,22,32,35,37,113,61,67,80,50,41,338,20,4,0,48,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,Indonesia (Central),45,255
360,690190,Scylla serrata,Maluku,134.092774,-6.602219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,320
360,690190,Scylla serrata,Maluku-Utara,128.296403,0.880789,5548.989048,6012.377843,5262.481466,6264.391112,3606.175021,4226.979781,3324.262848,3379.991575,2932.834878,2439.679865,1936.79444,992.0598147,2625,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,321
360,690190,Scylla serrata,Papua,132.245835,-2.203889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Indonesia (Eastern),45,438
